class_name,batch_idx,global_shape,holes_slots,protrusions,relative_positions
M58-Encoder側走行機身,14,"L-shaped metal bracket configuration.
Main body features a large central circular hole.","One large circular hole located centrally.
Multiple small circular holes distributed around the central area.
Long rectangular slots on the vertical side.
Rectangular slots near the top and bottom edges.
Smaller circular holes adjacent to the main slot.","Raised edges along the longer sides.
Protruding tab on the upper side.
Small protrusions on the upper right corner.","Large circular hole is positioned centrally on the L-shaped part.
Rectangular slot is positioned parallel to the vertical edge.
Smaller holes are arranged symmetrically around the central opening.
Rectangular slot is positioned parallel to the longer side.
Small circular holes are positioned below the main circular hole."
M58-Encoder側走行機身,15,"L-shaped metal bracket configuration.
Features a large central circular hole.
Rigid structure with a flat base.","One large central circular hole.
Multiple smaller circular holes distributed around the central area.
Series of smaller rectangular slots along the sides.
Elongated slots aligned vertically on one side.
Rectangular slot near the top edge, parallel to the longer side.","Raised edges along the longer sides.
Protruding tab at the top right corner.
Small protrusions on the front and bottom edges.
Flat base at the bottom.","Smaller holes arranged around the central circular hole.
Rectangular slot positioned adjacent to the central circular hole.
Raised edges frame the central circular hole.
Protruding tab extends from the upper right corner.
Smaller circular hole located near the rectangular slot."
M58-Encoder側走行機身,16,"L-shaped metal bracket configuration.
Main body features a rigid structure with a large circular hole in the center.","One large circular hole located centrally.
Multiple small circular holes distributed across the surface.
Several elongated slots aligned vertically or horizontally on the sides.
Rectangular slots near the top and bottom edges, parallel to the L-shape's corner.","Raised edges along the vertical side of the L-shape.
Protruding tab at the top right corner.
Small rectangular protrusion extends from the top corner.
Two small protrusions on the horizontal side.","The rectangular slot is positioned below the central hole.
The protruding tab is located on the side opposite the slots.
Smaller holes are arranged around the central circular opening.
The rectangular slot is positioned parallel to the longer side."
M58-Encoder側走行機身,17,"L-shaped metal bracket configuration.
Main body features a rigid structure.","One large circular hole located centrally.
Multiple small circular holes distributed across the surface.
Rectangular slots near the top and bottom edges.
Elongated slots aligned horizontally on the right side.
Linear slots aligned parallel to the edges.","Raised edges along the longer sides.
Protruding tab at the corner.
Small protruding tabs at the corners.","Several smaller holes arranged around the central opening.
Rectangular slot positioned parallel to the shorter side.
Rectangular slot positioned adjacent to the central hole.
Smaller holes arranged symmetrically around the central opening."
M58-Encoder側走行機身,18,"L-shaped metal bracket configuration.
Main body features a rigid structure with a large central hole.","One large central circular hole.
Multiple small circular holes distributed across the surface.
Rectangular slots near the top edge.
Elongated slots aligned vertically on the left side.
Series of parallel slots near the top.
Vertical slot near the bottom on the left side.
Series of elongated slots aligned horizontally on the right side.","Raised edges along the longer sides.
Protruding tab at the bottom right corner.
Small protrusions at the corners of the bracket.
Raised edges along the vertical side.","Rectangular slot positioned adjacent to the central circular hole.
Smaller holes arranged around the central oval-shaped cutout.
Rectangular slot positioned adjacent to the large circular hole.
Slots aligned parallel to the top edge.
Rectangular slot positioned above the smaller circular hole.
Raised edges parallel to the longer side of the L-shape."
M58-Encoder側走行機身,19,"L-shaped metal bracket configuration.
Main body features a rigid structure with a large central circular hole.","One large central circular hole.
Multiple smaller circular holes distributed across the surface.
Rectangular slots near the top edge.
Elongated slots aligned parallel to the edges.
Series of evenly spaced holes along the sides.","Raised edges along the longer sides.
Small protrusions at the corners of the L-shape.
Slightly raised edges on the component.","Rectangular slot positioned above the central hole.
Smaller holes arranged symmetrically around the central opening.
Rectangular slot aligned parallel to the longer side of the L-shape.
Smaller holes positioned symmetrically around the main circular hole."
M58-Encoder側走行機身,20,"L-shaped metal bracket configuration.
Main body features a rigid structure with a large central hole.","One large central circular hole.
Multiple small circular holes distributed around the central area.
Several elongated slots aligned horizontally and vertically.
Small rectangular slot near the top edge.
Small oval-shaped hole adjacent to the central circular hole.","Raised edges along the vertical side of the L-shape.
Protruding tab on the upper corner.
Protruding sections along the vertical leg of the L-shape.
Flat base with rounded corners.","Smaller holes arranged symmetrically around the central circular hole.
Rectangular slots positioned parallel to the longer side of the L-shape.
Rectangular slot positioned adjacent to the large circular hole.
Raised edges parallel to the longer side of the L-shape."
M58-Encoder側走行機身,21,"L-shaped metal bracket configuration.
Main body features a rigid structure.","One large central circular or oval hole.
Multiple small circular holes distributed around the central area.
Rectangular slots near the top edge and along the sides.
Small rectangular slots distributed around the perimeter.
Series of elongated slots aligned horizontally or vertically.","Raised edges along the longer sides.
Small protruding tabs on the corners.
Small rectangular protrusion near the bottom right corner.
Small square protrusion on the right side.","Smaller holes arranged symmetrically around the central hole.
Rectangular slot positioned adjacent to the large central hole.
Rectangular slots aligned parallel to the edges.
Small hole positioned directly below the central hole.
L-shaped structure with a flat base on the bottom side."
M58-Encoder側走行機身,22,"L-shaped metal bracket configuration.
Main body features a rigid structure.","One large central circular hole.
Multiple small circular holes distributed across the surface.
Several elongated slots aligned parallel to the edges.
Smaller rectangular slots near the top and bottom edges.
A medium-sized circular hole towards the bottom.","Raised edges along the longer sides.
Small square protrusions on the left and right sides.
Small rectangular protrusions on the left side.
Protruding tab at the bottom corner.","Smaller holes arranged symmetrically around the central opening.
Rectangular slots positioned parallel to the longer side.
Rectangular slot positioned above the central hole.
Elongated slots positioned parallel to the horizontal edge.
Large circular hole centrally located with slots above and below it."
M58-Encoder側走行機身,23,"L-shaped metal bracket configuration.
Main body features a large central circular hole.","One large central circular hole.
Multiple small circular holes scattered across the surface.
Several rectangular slots near the top and bottom edges.
A long oval slot on the left side.
A smaller rectangular slot above the large hole.","Small rectangular protrusions on the upper right corner.
Raised edges along the longer sides of the L-shape.
Small rectangular slot near the bottom right corner.","The rectangular slot is positioned adjacent to the large circular hole.
Smaller holes are arranged symmetrically around the central opening.
The rectangular slot is aligned parallel to the longer side of the L-shape.
The large circular hole is positioned centrally on the L-shape."
M58-Encoder側走行機身,24,"L-shaped metal bracket configuration.
Main body features a large central circular hole.","One large central circular hole.
Multiple small circular holes distributed across the surface.
Several rectangular slots near the edges.
Series of elongated slots aligned horizontally and vertically.","Raised edges along the vertical and horizontal sides.
Small rectangular protrusions along the sides.
Protruding tab on the right side and bottom left corner.","Smaller holes arranged symmetrically around the central circular hole.
Rectangular slots positioned adjacent to the large circular hole.
Slots aligned parallel to the edges and the L-shape configuration.
Central circular hole aligned with vertical slots."
M58-Encoder側走行機身,25,"L-shaped metal bracket configuration.
Main body features a rigid structure with a central circular hole.","One large circular hole located centrally.
Multiple small circular holes distributed along the sides and near the bottom edge.
Several elongated slots aligned parallel to the edges, with some vertical and some horizontal.
A rectangular slot near the top edge, adjacent to the central hole.","Raised edges along the vertical side.
Protruding tabs at the top corners and on the bottom right.","The large circular hole is positioned centrally on the horizontal section.
Smaller holes are arranged around the central opening, with some symmetrically placed.
The rectangular slot is positioned above the central circular hole.
The smaller hole is located below and to the left of the main hole."
M58-FORK定位固定片,1,"L-shaped metal bracket with a rectangular profile.
Features two elongated slots vertically aligned.
Flat rectangular metal plate with a slight bend.","One large circular hole centrally located.
Two elongated slots on the upper section, parallel to each other.
Smaller circular holes near the bottom edge.
Rectangular slot near the top edge.","Slightly raised edges along the sides.
Protruding lip on the bottom edge.
Smooth transition between flat and bent sections.","The two slots are evenly spaced apart and parallel.
The circular holes are aligned vertically with the slots.
The mounting holes are positioned symmetrically on the base.
The slots are symmetrically aligned on the upper part."
M58-FORK定位固定片,2,"L-shaped metal bracket configuration.
Rectangular profile with a flat base.
Features two elongated slots on the upper surface.
Main body features a rigid structure.","One large circular hole located centrally.
Two elongated oval holes aligned vertically.
Multiple small rectangular slots near the edges.
Smaller circular hole near the bottom edge.","Raised edges along the sides for structural support.
Flat protrusion along the bottom edge.
Slight outward bend on the horizontal section.","The left hole is slightly offset from the center.
The right hole mirrors the position of the left hole.
Slots are parallel to each other and aligned centrally.
Mounting holes are positioned symmetrically on the base."
M58-FORK定位固定片,3,"L-shaped metal bracket configuration.
Rectangular metal plate with an L-shape.
Features two elongated slots on the upper section.
Features two elongated slots on the vertical side.
Features two elongated slots vertically aligned.
Features two elongated slots on the front side.","One large circular hole located centrally.
Multiple small rectangular slots near the edges.
Two oval-shaped holes aligned vertically.
Two circular holes.
Two elongated oval holes.
Small elongated slot positioned near the top right corner.
Small notch on the right side.
Small elongated slot on the lower side.
Small circular hole near the bottom right.
Small oval hole near the bottom.","Raised edges along the sides.
Slight curve along the edges for smooth transition.
Flat protruding edge along the bottom.
Protruding tab on the right side.
Raised edge along the left side.
Raised edge along the bottom side.
Slight overhang on the flat base.
Raised edge runs along the length of the L-shaped structure.","Slots are parallel to each other on the upper part.
Slots are evenly spaced on the vertical section.
Circular hole is positioned centrally on the flat base.
Oval holes are centrally aligned with the component's width.
Slots are aligned horizontally near the top.
Circular hole is centrally located between the slots.
Oval hole is aligned parallel to the elongated slot.
Base extends horizontally from the vertical section."
M58-FORK定位固定片,4,"L-shaped metal bracket configuration.
Rectangular base with rounded corners.
Features a large central hole.","One large circular hole centrally located.
Two elongated slots on the upper surface, parallel and horizontally aligned.
Smaller circular hole near the bottom edge or right side.
Semi-circular cutout on the side.","Slightly raised edges along the sides and bottom.
Small protruding tab on the left side.
Smooth transition between flat base and slanted sides.","Slots are symmetrically aligned on the upper surface.
Circular hole is aligned with the central axis of the L-shape.
Smaller hole is positioned to the right of the central hole or near the bottom right corner.
Slots are centrally located on the upper part of the bracket."
M58-FORK定位固定片,5,"L-shaped metal bracket configuration.
Flat rectangular plate with a right-angled bend.
Smooth, continuous surface with no additional indentations.","One large circular hole centrally located.
Two elongated slots on the upper section.
Two small circular holes positioned symmetrically on the base.
Rectangular slot near the edge.
Oval-shaped holes centrally aligned with the component's width.","Raised edges along the sides.
Protruding tab at the bottom right corner.
Slightly curved outward edges.
Protruding lip on the bottom edge.","Slots are parallel to each other.
Circular holes are symmetrically placed relative to the slots.
The protruding tab is aligned with the right edge.
The central hole is aligned with the bend of the L-shape.
The smaller hole is situated towards the end of the elongated section."
M58-FORK定位固定片,6,"L-shaped metal bracket configuration.
Rectangular L-shaped form with elongated slots.","One large circular hole centrally located.
Two elongated slots on the upper section.
Rectangular slot near the top edge of the vertical part.
Small circular holes on the lower left and right sides.
Central void with a rounded outline.","Raised edges along the sides of the L-shape.
Protruding lip on the bottom edge.
Smooth transition between the flat base and the L-shaped body.
Flat base with rounded corners.","Slots are symmetrically aligned on the upper part.
Holes are symmetrically placed relative to the slots.
Mounting holes are positioned at the bottom corners of the base.
Oval hole is centrally located above the mounting holes.
Slots are parallel to each other and aligned vertically on the vertical side."
M58-FORK定位固定片,7,"L-shaped metal bracket configuration.
Main body features a rigid structure with a slight overhang on one side.
Flat base with a slight upward curve on the longer side.","One large circular hole positioned centrally.
Two elongated slots on the vertical side, symmetrically aligned.
Rectangular slot near the top right corner.
Small circular hole near the bottom left.
Narrow elongated slot near the bottom edge.
Central rectangular cutout.","Raised edges along the sides for structural support.
Protruding lip on the bottom edge.
Small protruding tab on the left side.
Smooth, flat protrusion along the bottom edge.
Raised edge along the longer side.","The two slots are symmetrically aligned on the vertical side.
The mounting holes are positioned at the bottom corners.
The oval hole is positioned above the rectangular slot.
The rectangular slot is aligned parallel to the base edge.
The elongated slots are parallel to each other.
The circular hole is aligned with the shorter side of the L-shape.
The smaller hole is aligned parallel to the rectangular slot.
The central hole is positioned between the rectangular slot and the protruding section."
M58-FORK定位固定片,8,"L-shaped metal bracket configuration.
Flat rectangular sheet with slight overhang.","One large circular hole located centrally.
Two elongated slots on the vertical side.
Two small circular holes near the bottom edge.
Rectangular slot near the edge of the horizontal section.
Oval holes aligned vertically on the sheet.","Raised edges along the sides of the L-shape.
Flat protrusion on the right side.
Smooth horizontal protrusion at the base.","Slots are aligned parallel to each other.
Small circular holes are positioned near the base of the horizontal section.
Elongated slots are aligned parallel to the longer side of the L-shape.
Holes are symmetrically positioned on the flat surface.
The smaller hole is aligned with the bottom edge of the L-shape."
M58-FORK定位固定片,9,"L-shaped metal bracket configuration.
Rectangular L-shaped profile with a slight overhang.
Flat base with a slight upward curve.","One large circular hole located centrally.
Two elongated slots on the upper side.
Rectangular slot near the top edge.
Smaller circular holes near the bottom corners.
Small circular hole adjacent to the rectangular slot.
Oval holes positioned towards the left and right sides.","Raised edges along the sides.
Protruding tab on the right side.
Subtle protrusion at the bottom of the horizontal side.
Beveled edges along the vertical side.","Slots are symmetrically placed on the upper section.
Smaller hole is positioned adjacent to the larger circular hole.
Rectangular slot is positioned above the central hole.
Oval holes are centrally aligned on the plate.
Slots are aligned parallel to each other."
M58-FORK定位固定片,10,"L-shaped metal bracket configuration.
Features a flat base with a slight overhang.
Rectangular metal plate with elongated features.","One large circular hole centrally located.
Two elongated slots on the upper side.
Smaller circular holes near the bottom left and right corners.
Rectangular slots near the edges and top.","Raised edges along the sides of the L-shape.
Slightly rounded edges for smooth transition.
Protruding lip along the top edge.
Horizontal section slightly thicker.","Slots aligned parallel to each other on the upper section.
Circular hole centrally aligned with the L-shape.
Smaller holes positioned symmetrically around the central opening.
Rectangular slots aligned parallel to the longer side of the L-shape.
Slots positioned symmetrically on the flat surface."
M58-FORK定位固定片,11,"L-shaped metal bracket configuration.
Rectangular base with an L-shaped extension.
Flat base extending from the L-shape.","One large oval hole in the upper section.
Two elongated slots on the vertical side.
Central elongated slot on the vertical leg.
Small circular holes near the base and corners.
Rectangular slot near the top edge and bottom edge.
Small circular hole near the top edge.
Narrow elongated slot near the top edge.
Rectangular cutout along the side.","Raised edges along the sides of the L-shape.
Slight protrusion along the bottom edge.
Raised edges along the longer sides.
Protruding tab on the shorter side.
Smooth transition between flat and curved sections.","Two elongated slots aligned vertically on the left side.
Small circular hole positioned adjacent to the base.
Slots positioned symmetrically on the upper section.
Oval hole positioned centrally on the flat part.
Rectangular slot aligned parallel to the vertical edge.
Small circular hole located above the elongated slot.
Oval holes centrally aligned with the component's length."
M58-FORK定位固定片,12,"L-shaped metal bracket configuration.
Hexagonal base with elongated slots on the top surface.","One large circular hole located centrally.
Two elongated slots on the upper side.
Two elongated slots on the vertical side.
Two circular holes on the flat side.
One large oval-shaped hole on the left side.
One smaller circular hole near the bottom left corner.
One smaller rectangular slot near the bottom edge.
One smaller circular hole near the top of the vertical section.
One smaller circular hole near the bottom right corner.
One smaller circular hole near the corner.","Raised edges along the vertical side.
Slightly raised edges for structural support.
Protruding tab on the horizontal side.
Rounded protrusions at the corners.
Raised edge along the longer side.","Slots are symmetrically aligned on the upper part.
Circular holes are aligned vertically on the lower section.
Elongated slots are aligned parallel to the longer side of the L-shape.
Rectangular slot is aligned parallel to the top edge.
Slots are aligned horizontally on the flat surface.
Tab extends from the shorter side of the L-shape.
Slots are aligned parallel to each other.
Holes are positioned symmetrically on the flat surface."
M58-FORK定位固定片,13,"L-shaped metal bracket configuration.
Rectangular L-shaped form with elongated slots.
Central large circular hole.","Two elongated slots on the flat surface.
One large circular hole in the center.
Smaller circular holes near the base or corners.
Rectangular slots near the edges or top.","Raised edges along the sides.
Slight beveling on the edges.
Protruding tab at the end.
Smooth transition between flat base and L-shaped top.","Slots aligned parallel to each other or the base.
Central hole aligns with the main body.
Slots symmetrically aligned on the upper side.
Tab positioned at a right angle to the main body.
Circular holes positioned symmetrically on the base."
M58-FORK定位固定片,14,"L-shaped metal bracket.
Rectangular base with rounded corners.
Flat base for mounting.
Rectangular metal plate with slight angle.","One large circular hole near the top edge.
Two elongated oval holes positioned symmetrically.
Two elongated slots on the upper surface.
Rectangular slot near the edge.
Small circular hole adjacent to the oval slot.
Pair of parallel slots on the upper side.
Flat base with two mounting holes.","Raised edges along the longer side.
Protruding tab at the end of the L-shape.
Slightly raised border along the perimeter.
Smooth transition between the flat base and slanted sides.
Rounded corners slightly raised.","Rectangular slot positioned above the central circular hole.
Elongated slots parallel to each other.
Oval holes aligned parallel to each other.
Slots positioned symmetrically on the front face.
Mounting holes located symmetrically on the flat base.
Slots aligned horizontally across the component."
M58-FORK定位固定片,15,"Rectangular base with rounded corners.
L-shaped metal bracket configuration.
Vertical extension from the rectangular base.
Rectangular metal plate with elongated features.","Two elongated oval holes on the top surface.
Two elongated slots on the upper surface.
One large central rectangular opening.
Two small circular holes at the bottom.
Symmetrical design with two slots.
One large oval-shaped hole near the top left.
One small circular hole adjacent to the oval-shaped hole.
Two elongated oval cutouts on the top surface.
Two vertical elongated holes.
Two circular holes.","Smooth transition between flat and angled surfaces.
Raised edges along the sides.
Flat base for mounting.
Slight upward curve along the bottom edge.
Flat base for stability.
Smooth, flat surface with no protrusions.","Two slots are parallel to each other on the upper surface.
Oval-shaped hole is positioned slightly off-center towards the left.
Slots are symmetrically aligned on the upper section.
Circular holes are evenly spaced at the bottom.
Vertical extension is aligned centrally with the base.
Two oval cutouts are symmetrically aligned on the top surface.
Left slot is positioned slightly above the base.
Right slot mirrors the position of the left slot.
Oval hole is positioned centrally between the slots.
Left hole is slightly offset from the center.
Right hole mirrors the position of the left hole.
Smaller circular hole is located near the bottom right corner.
Two oval holes are evenly spaced apart.
Holes are centrally aligned with the component's height.
Left hole is aligned horizontally with the right hole.
Component maintains a consistent width throughout."
M58-FORK定位固定片,16,"Rectangular metal plate with rounded corners.
L-shaped metal bracket configuration.
Vertical extension from the rectangular base.","Two circular holes on opposite sides.
Two oval-shaped holes near the top.
Two elongated slots on the top surface.
One large oval-shaped hole in the center.
Small circular holes near the bottom corners.
Rectangular slot near the bottom edge.","Raised edges along the sides.
Slightly raised edges for structural support.
Smooth, flat surface with rounded corners.","Holes are symmetrically placed.
Left hole aligned horizontally with the right hole.
Oval holes aligned parallel to each other.
Slots are evenly spaced apart on the top surface.
Central oval hole vertically oriented."
M58-FORK定位固定片,17,"Rectangular base with a vertical extension.
L-shaped metal bracket configuration.
Flat rectangular shape with rounded corners.
Component has a slight bend.","Two elongated slots on the front face, vertically aligned.
One large circular hole located centrally.
Small circular holes near the bottom left corner.
Slots are symmetrical and evenly spaced.","Smooth transition between vertical and horizontal sections.
Flat top surface with no protrusions.
Raised edges along the bottom side.
Uniform thickness throughout the body.","Slots are equidistant from the center of the component.
Circular hole is positioned centrally on the flat base.
Slots are aligned vertically and evenly spaced.
Slots extend through the entire thickness of the component."
M58-FORK定位固定片,18,"L-shaped metal bracket configuration.
Rectangular metal plate with elongated features.
Flat base with slight overhang.","One large circular hole centrally located.
Two elongated slots vertically aligned.
Two small circular holes at the bottom corners.
Rectangular slot near the top edge.
Oval holes positioned towards the left and right sides.","Slightly raised edges for structural support.
Flat base with slight protrusion at the bottom.
Raised border along the top edge.
Smooth, flat surface without raised edges.","Two slots symmetrically positioned on the vertical section.
Mounting holes located at the bottom corners of the base.
Circular hole centrally positioned between the two slots.
Smaller hole positioned directly below the central opening.
Oval holes centrally aligned on the rectangular plate."
M58-FORK定位固定片,19,"L-shaped metal bracket configuration.
Features a flat base with a slight overhang.
Rectangular shape with a slight taper.","One large circular hole centrally located.
Two elongated slots vertically aligned on the upper section.
Two small circular holes at the bottom corners.
Rectangular slot near the top edge.","Raised edges along the bottom side.
Slight protrusion on the right side.
Smooth, flat surface without raised edges.","The two elongated slots are symmetrically positioned on the vertical section.
The small circular holes are evenly spaced on the flat base.
The oval holes are centrally aligned on the plate.
The circular hole is positioned centrally between the slots."
